DATE,MinTemp,MaxTemp,AvgTemp,Sunrise,Sunset
2018-10-12,38.0,54.0,46.0,616,1801
2018-10-13,41.0,54.0,48.0,616,1801
2018-10-14,39.0,56.0,48.0,616,1800
2018-10-15,38.0,52.0,45.0,617,1759
2018-10-16,40.0,55.0,48.0,617,1758
2018-10-17,37.0,52.0,45.0,617,1758
2018-10-18,37.0,51.0,44.0,618,1757
2018-10-20,38.0,48.0,43.0,618,1755
2018-10-21,36.0,47.0,42.0,619,1755
2018-10-22,35.0,52.0,44.0,619,1754
2018-10-23,37.0,52.0,45.0,620,1753
2018-10-24,40.0,54.0,47.0,620,1753
2018-10-25,38.0,56.0,47.0,620,1752
2018-10-26,37.0,53.0,45.0,621,1752
2018-10-27,38.0,52.0,45.0,621,1751
2018-10-28,41.0,52.0,47.0,622,1750
2018-10-29,38.0,53.0,46.0,622,1750
2018-10-30,44.0,53.0,49.0,622,1749
2018-10-31,43.0,55.0,49.0,623,1749
2018-11-01,41.0,57.0,49.0,623,1748
2018-11-02,35.0,52.0,44.0,624,1748
2018-11-03,34.0,46.0,40.0,624,1747
2018-11-04,33.0,46.0,40.0,625,1747
2018-11-05,35.0,51.0,43.0,625,1746
2018-11-06,32.0,48.0,40.0,626,1746
2018-11-07,35.0,48.0,42.0,626,1746
2018-11-08,33.0,51.0,42.0,627,1745
2018-11-09,37.0,52.0,45.0,627,1745
2018-11-10,39.0,53.0,46.0,628,1745
2018-11-11,34.0,52.0,43.0,628,1744
2018-11-12,33.0,56.0,45.0,629,1744
2018-11-13,37.0,55.0,46.0,629,1744
2018-11-14,38.0,56.0,47.0,630,1743
2018-11-15,38.0,53.0,46.0,630,1743
2018-11-16,40.0,52.0,46.0,631,1743
2018-11-17,40.0,52.0,46.0,632,1743
2018-11-18,37.0,51.0,44.0,632,1743
2018-11-19,35.0,51.0,43.0,633,1743
2018-11-20,35.0,54.0,45.0,633,1742
2018-11-21,34.0,54.0,44.0,634,1742
2018-11-22,32.0,50.0,41.0,635,1742
2018-11-23,33.0,51.0,42.0,635,1742
2018-11-24,41.0,54.0,48.0,636,1742
2018-11-25,38.0,57.0,48.0,636,1742
2018-11-26,41.0,56.0,49.0,637,1742
2018-11-27,40.0,57.0,49.0,638,1742
2018-11-28,42.0,56.0,49.0,638,1742
2018-11-29,38.0,57.0,48.0,639,1742
2018-11-30,38.0,52.0,45.0,640,1742
2018-12-01,36.0,52.0,44.0,640,1743
2018-12-02,33.0,51.0,42.0,641,1743
2018-12-03,36.0,53.0,45.0,641,1743
2018-12-04,39.0,56.0,48.0,642,1743
2018-12-05,36.0,53.0,45.0,643,1743
2018-12-06,36.0,52.0,44.0,643,1743
2018-12-07,37.0,53.0,45.0,644,1744
2018-12-08,34.0,53.0,44.0,645,1744
2018-12-09,36.0,53.0,45.0,645,1744
2018-12-10,36.0,55.0,46.0,646,1745
2018-12-11,38.0,56.0,47.0,646,1745
2018-12-12,39.0,54.0,47.0,647,1745
2018-12-13,36.0,54.0,45.0,648,1746
2018-12-14,36.0,56.0,46.0,648,1746
2018-12-15,40.0,53.0,47.0,649,1746
2018-12-16,40.0,57.0,49.0,649,1747
2018-12-17,42.0,60.0,51.0,650,1747
2018-12-18,35.0,51.0,43.0,650,1748
2018-12-19,32.0,51.0,42.0,651,1748
2018-12-20,37.0,58.0,48.0,651,1749
2018-12-21,42.0,57.0,50.0,652,1749
2018-12-22,40.0,54.0,47.0,652,1750
2018-12-23,39.0,55.0,47.0,653,1750
2018-12-24,36.0,52.0,44.0,653,1751
2018-12-25,36.0,48.0,42.0,654,1751
2018-12-26,35.0,45.0,40.0,654,1752
2018-12-27,33.0,44.0,39.0,655,1752
2018-12-28,33.0,47.0,40.0,655,1753
2018-12-29,36.0,47.0,42.0,655,1753
2018-12-30,39.0,52.0,46.0,656,1754
