,Gender,Exit
5101,Female,No
5102,Male,No
5103,Female,Yes
5104,Male,No
5105,Male,Yes
5106,Female,No
5107,Female,No
5108,Male,No
5109,Female,No
5110,Female,No
5111,Male,No
5112,Female,No
5113,Female,No
5114,Male,Yes
5115,Female,Yes
5116,Male,No
5117,Male,No
5118,Male,No
5119,Male,No
5120,Male,No
5121,Female,No
5122,Male,No
5123,Male,No
5124,Female,No
5125,Male,Yes
5126,Female,No
5127,Female,Yes
5128,Female,No
5129,Female,No
5130,Male,No
5131,Male,No
5132,Female,No
5133,Male,No
5134,Female,Yes
5135,Male,No
5136,Female,No
5137,Female,Yes
5138,Male,No
5139,Male,Yes
5140,Female,No
5141,Male,No
5142,Female,No
5143,Male,Yes
5144,Female,No
5145,Male,No
5146,Male,No
5147,Female,No
5148,Male,No
5149,Female,No
5150,Female,No
5151,Female,No
5152,Male,No
5153,Female,No
5154,Female,No
5155,Female,No
5156,Male,No
5157,Female,No
5158,Male,No
5159,Female,No
5160,Male,No
5161,Male,No
5162,Male,No
5163,Female,No
5164,Male,No
5165,Male,No
5166,Female,No
5167,Male,Yes
5168,Male,No
5169,Male,No
5170,Female,No
5171,Male,No
5172,Male,No
5173,Male,No
5174,Male,No
5175,Female,No
5176,Female,No
5177,Female,Yes
5178,Male,No
5179,Male,No
5180,Male,No
5181,Female,No
5182,Female,Yes
5183,Male,No
5184,Female,No
5185,Female,Yes
5186,Male,No
5187,Female,Yes
5188,Male,No
5189,Male,No
5190,Male,No
5191,Female,No
5192,Female,No
5193,Female,No
5194,Male,No
5195,Male,No
5196,Female,No
5197,Female,No
5198,Male,No
5199,Female,No
5200,Male,No
5201,Male,No
5202,Female,Yes
5203,Male,No
5204,Female,No
5205,Male,No
5206,Male,No
5207,Female,No
5208,Female,No
5209,Female,No
5210,Male,No
5211,Male,No
5212,Male,Yes
5213,Male,No
5214,Female,Yes
5215,Male,Yes
5216,Male,No
5217,Male,No
5218,Male,No
5219,Female,No
5220,Male,Yes
5221,Female,No
5222,Female,No
5223,Female,No
5224,Male,No
5225,Male,No
5226,Male,No
5227,Male,No
5228,Male,No
5229,Male,No
5230,Male,No
5231,Male,Yes
5232,Female,Yes
5233,Female,Yes
5234,Female,Yes
5235,Female,Yes
5236,Male,No
5237,Male,No
5238,Male,No
5239,Male,No
5240,Female,No
5241,Male,No
5242,Female,Yes
5243,Female,Yes
5244,Male,No
5245,Male,No
5246,Female,No
5247,Male,No
5248,Male,No
5249,Male,Yes
5250,Female,No
5251,Male,No
5252,Female,No
5253,Female,No
5254,Male,No
5255,Female,Yes
5256,Female,Yes
5257,Female,No
5258,Male,No
5259,Male,No
5260,Female,No
5261,Female,No
5262,Male,No
5263,Male,No
5264,Female,Yes
5265,Female,No
5266,Male,No
5267,Male,No
5268,Male,No
5269,Male,Yes
5270,Male,No
5271,Male,Yes
5272,Male,Yes
5273,Male,No
5274,Male,No
5275,Female,No
5276,Male,No
5277,Female,No
5278,Male,Yes
5279,Female,No
5280,Female,Yes
5281,Male,No
5282,Male,No
5283,Female,No
5284,Male,No
5285,Female,Yes
5286,Female,No
5287,Female,No
5288,Male,No
5289,Male,No
5290,Female,Yes
5291,Female,No
5292,Female,No
5293,Female,No
5294,Male,No
5295,Female,No
5296,Female,Yes
5297,Male,Yes
5298,Male,No
5299,Female,No
5300,Female,No
5301,Male,No
5302,Male,No
5303,Male,No
5304,Female,No
5305,Male,No
5306,Female,Yes
5307,Female,Yes
5308,Female,No
5309,Female,No
5310,Male,Yes
5311,Female,No
5312,Female,No
5313,Female,No
5314,Male,Yes
5315,Male,No
5316,Male,No
5317,Male,No
5318,Male,No
5319,Male,No
5320,Male,No
5321,Male,No
5322,Female,No
5323,Male,No
5324,Male,No
5325,Female,Yes
5326,Female,Yes
5327,Female,No
5328,Male,No
5329,Male,No
5330,Male,No
5331,Female,Yes
5332,Female,No
5333,Male,No
5334,Male,No
5335,Female,No
5336,Female,Yes
5337,Female,Yes
5338,Female,Yes
5339,Female,Yes
5340,Male,No
5341,Female,No
5342,Male,No
5343,Male,No
5344,Male,No
5345,Male,No
5346,Male,No
5347,Male,Yes
5348,Male,Yes
5349,Male,No
5350,Female,Yes
5351,Male,No
5352,Female,No
5353,Male,Yes
5354,Male,No
5355,Female,No
5356,Male,Yes
5357,Male,No
5358,Male,No
5359,Male,Yes
5360,Male,No
5361,Male,No
5362,Female,No
5363,Male,Yes
5364,Male,No
5365,Male,No
5366,Female,No
5367,Male,No
5368,Female,Yes
5369,Male,Yes
5370,Male,Yes
5371,Male,Yes
5372,Female,No
5373,Male,No
5374,Female,No
5375,Male,No
5376,Male,No
5377,Male,No
5378,Male,No
5379,Female,No
5380,Male,No
5381,Male,No
5382,Female,No
5383,Male,No
5384,Male,No
5385,Female,Yes
5386,Male,Yes
5387,Male,No
5388,Male,Yes
5389,Female,No
5390,Female,Yes
5391,Female,No
5392,Male,Yes
5393,Male,No
5394,Female,No
5395,Male,No
5396,Male,No
5397,Female,No
5398,Male,Yes
5399,Male,No
5400,Female,No
5401,Male,No
5402,Male,No
5403,Male,No
5404,Male,No
5405,Female,No
5406,Female,No
5407,Male,No
5408,Female,No
5409,Male,No
5410,Female,No
5411,Female,No
5412,Female,Yes
5413,Female,No
5414,Female,No
5415,Female,No
5416,Male,No
5417,Male,No
5418,Male,No
5419,Female,Yes
5420,Male,No
5421,Female,No
5422,Female,No
5423,Male,No
5424,Male,Yes
5425,Female,No
5426,Female,No
5427,Male,No
5428,Female,No
5429,Female,No
5430,Female,No
5431,Female,No
5432,Male,No
5433,Male,No
5434,Female,No
5435,Female,No
5436,Female,No
5437,Male,No
5438,Male,No
5439,Female,No
5440,Male,Yes
5441,Male,No
5442,Female,Yes
5443,Male,No
5444,Male,No
5445,Female,No
5446,Male,No
5447,Male,No
5448,Female,Yes
5449,Female,No
5450,Male,No
5451,Male,No
5452,Female,Yes
5453,Female,No
5454,Male,No
5455,Female,Yes
5456,Male,No
5457,Male,No
5458,Male,No
5459,Female,No
5460,Male,No
5461,Male,No
5462,Female,No
5463,Female,No
5464,Female,No
5465,Female,No
5466,Male,No
5467,Male,No
5468,Male,No
5469,Male,No
5470,Male,No
5471,Female,Yes
5472,Male,No
5473,Female,No
5474,Female,No
5475,Male,No
5476,Male,Yes
5477,Female,No
5478,Male,No
5479,Male,No
5480,Female,No
5481,Female,Yes
5482,Male,No
5483,Male,No
5484,Male,Yes
5485,Male,No
5486,Female,No
5487,Male,No
5488,Female,No
5489,Male,No
5490,Female,No
5491,Female,Yes
5492,Male,No
5493,Male,No
5494,Female,Yes
5495,Male,No
5496,Female,No
5497,Female,No
5498,Male,No
5499,Female,No
5500,Male,No
5501,Female,No
5502,Female,No
5503,Male,No
5504,Male,No
5505,Female,No
5506,Male,No
5507,Female,Yes
5508,Female,No
5509,Male,No
5510,Female,Yes
5511,Male,No
5512,Male,No
5513,Female,No
5514,Male,Yes
5515,Female,No
5516,Male,No
5517,Male,No
5518,Male,No
5519,Male,Yes
5520,Female,No
5521,Male,No
5522,Female,No
5523,Male,No
5524,Female,No
5525,Male,No
5526,Male,No
5527,Male,No
5528,Male,No
5529,Male,No
5530,Male,No
5531,Female,No
5532,Male,No
5533,Male,No
5534,Female,No
5535,Female,Yes
5536,Male,No
5537,Female,No
5538,Female,No
5539,Male,No
5540,Male,Yes
5541,Male,No
5542,Female,Yes
5543,Male,No
5544,Male,No
5545,Male,No
5546,Male,No
5547,Male,Yes
5548,Male,No
5549,Male,No
5550,Female,No
5551,Female,No
5552,Male,No
5553,Male,No
5554,Male,No
5555,Female,No
5556,Male,No
5557,Female,No
5558,Male,Yes
5559,Male,Yes
5560,Male,No
5561,Female,Yes
5562,Male,No
5563,Male,No
5564,Male,No
5565,Male,No
5566,Male,No
5567,Male,No
5568,Male,No
5569,Male,No
5570,Male,Yes
5571,Female,Yes
5572,Male,No
5573,Male,No
5574,Female,No
5575,Male,No
5576,Male,Yes
5577,Female,No
5578,Female,No
5579,Male,No
5580,Male,No
5581,Male,No
5582,Male,No
5583,Female,No
5584,Female,No
5585,Male,No
5586,Female,No
5587,Female,No
5588,Female,No
5589,Female,Yes
5590,Male,No
5591,Male,No
5592,Male,No
5593,Male,Yes
5594,Male,No
5595,Male,No
5596,Male,Yes
5597,Female,No
5598,Female,No
5599,Female,Yes
5600,Male,No
5601,Female,No
5602,Female,No
5603,Male,No
5604,Male,No
5605,Male,No
5606,Female,Yes
5607,Male,No
5608,Female,No
5609,Female,No
5610,Female,No
5611,Male,No
5612,Female,No
5613,Female,No
5614,Female,No
5615,Female,No
5616,Male,No
5617,Male,Yes
5618,Male,No
5619,Male,No
5620,Male,No
5621,Female,No
5622,Male,No
5623,Male,No
5624,Female,No
5625,Female,No
5626,Female,No
5627,Male,No
5628,Female,No
5629,Male,No
5630,Female,No
5631,Male,No
5632,Male,Yes
5633,Male,No
5634,Female,No
5635,Female,No
5636,Male,No
5637,Female,No
5638,Female,No
5639,Male,No
5640,Female,Yes
5641,Male,No
5642,Female,No
5643,Female,Yes
5644,Female,No
5645,Female,Yes
5646,Female,Yes
5647,Male,No
5648,Male,No
5649,Male,No
5650,Female,No
5651,Female,No
5652,Female,No
5653,Female,No
5654,Female,No
5655,Male,Yes
5656,Female,No
5657,Male,No
5658,Male,Yes
5659,Female,Yes
5660,Male,No
5661,Female,No
5662,Female,No
5663,Female,No
5664,Male,Yes
5665,Male,No
5666,Male,Yes
5667,Female,No
5668,Male,Yes
5669,Male,No
5670,Male,No
5671,Female,No
5672,Male,No
5673,Male,No
5674,Male,No
5675,Female,No
5676,Female,No
5677,Male,No
5678,Male,No
5679,Female,No
5680,Female,Yes
5681,Female,No
5682,Male,No
5683,Female,Yes
5684,Female,No
5685,Female,Yes
5686,Female,Yes
5687,Female,No
5688,Male,No
5689,Female,No
5690,Female,No
5691,Male,No
5692,Female,No
5693,Female,No
5694,Female,No
5695,Male,No
5696,Male,No
5697,Male,No
5698,Female,No
5699,Male,No
5700,Male,Yes
5701,Female,Yes
5702,Male,No
5703,Female,No
5704,Female,Yes
5705,Male,No
5706,Female,No
5707,Male,No
5708,Female,No
5709,Female,No
5710,Male,No
5711,Female,No
5712,Male,Yes
5713,Male,No
5714,Female,No
5715,Male,No
5716,Male,No
5717,Female,No
5718,Female,No
5719,Male,No
5720,Male,No
5721,Male,Yes
5722,Male,No
5723,Female,No
5724,Male,No
5725,Female,No
5726,Female,No
5727,Male,Yes
5728,Male,No
5729,Male,No
5730,Female,No
5731,Male,Yes
5732,Male,No
5733,Female,Yes
5734,Male,No
5735,Female,No
5736,Male,No
5737,Female,No
5738,Male,No
5739,Female,No
5740,Female,No
5741,Male,No
5742,Male,Yes
5743,Male,No
5744,Female,No
5745,Male,No
5746,Female,No
5747,Male,No
5748,Female,No
5749,Female,No
5750,Male,Yes
5751,Male,No
5752,Female,No
5753,Female,No
5754,Female,No
5755,Male,No
5756,Male,No
5757,Male,No
5758,Female,Yes
5759,Female,No
5760,Male,No
5761,Female,No
5762,Male,No
5763,Female,No
5764,Female,No
5765,Male,No
5766,Male,No
5767,Female,No
5768,Male,No
5769,Female,No
5770,Male,No
5771,Male,No
5772,Male,No
5773,Female,No
5774,Male,No
5775,Female,No
5776,Female,Yes
5777,Male,No
5778,Female,No
5779,Male,Yes
5780,Female,No
5781,Male,No
5782,Female,No
5783,Male,No
5784,Male,No
5785,Male,No
5786,Male,No
5787,Male,No
5788,Female,Yes
5789,Female,Yes
5790,Male,No
5791,Female,Yes
5792,Male,No
5793,Female,No
5794,Male,No
5795,Male,No
5796,Female,No
5797,Male,No
5798,Male,No
5799,Female,Yes
5800,Male,No
5801,Female,Yes
5802,Male,No
5803,Male,No
5804,Female,Yes
5805,Female,No
5806,Male,No
5807,Female,No
5808,Male,Yes
5809,Male,No
5810,Female,No
5811,Female,No
5812,Male,No
5813,Male,No
5814,Female,No
5815,Female,No
5816,Male,No
5817,Male,No
5818,Female,No
5819,Male,No
5820,Male,No
5821,Female,Yes
5822,Male,No
5823,Female,Yes
5824,Male,Yes
5825,Female,Yes
5826,Female,No
5827,Male,No
5828,Female,No
5829,Male,No
5830,Male,No
5831,Female,Yes
5832,Male,No
5833,Female,Yes
5834,Male,Yes
5835,Male,No
5836,Female,No
5837,Female,No
5838,Male,Yes
5839,Male,No
5840,Male,No
5841,Female,Yes
5842,Female,No
5843,Male,No
5844,Male,No
5845,Male,No
5846,Male,No
5847,Female,Yes
5848,Male,No
5849,Male,No
5850,Female,No
5851,Male,No
5852,Male,No
5853,Male,Yes
5854,Female,No
5855,Male,Yes
5856,Male,No
5857,Female,Yes
5858,Female,Yes
5859,Male,No
5860,Female,No
5861,Male,No
5862,Male,No
5863,Male,No
5864,Female,No
5865,Male,No
5866,Female,Yes
5867,Male,No
5868,Male,No
5869,Male,No
5870,Male,No
5871,Female,Yes
5872,Male,No
5873,Female,Yes
5874,Male,No
5875,Female,No
5876,Male,No
5877,Male,No
5878,Male,No
5879,Male,No
5880,Male,No
5881,Male,No
5882,Male,Yes
5883,Female,No
5884,Male,No
5885,Female,No
5886,Male,No
5887,Female,Yes
5888,Female,Yes
5889,Female,No
5890,Male,No
5891,Female,No
5892,Male,No
5893,Female,No
5894,Male,No
5895,Male,No
5896,Male,No
5897,Male,No
5898,Male,No
5899,Female,No
5900,Female,No
5901,Male,No
5902,Male,No
5903,Female,Yes
5904,Male,Yes
5905,Female,No
5906,Male,No
5907,Male,No
5908,Female,Yes
5909,Female,No
5910,Female,No
5911,Male,No
5912,Female,No
5913,Male,No
5914,Male,No
5915,Male,Yes
5916,Female,No
5917,Female,No
5918,Male,No
5919,Male,No
5920,Male,No
5921,Male,No
5922,Female,Yes
5923,Female,Yes
5924,Female,No
5925,Female,No
5926,Female,Yes
5927,Female,Yes
5928,Female,No
5929,Male,No
5930,Female,No
5931,Female,Yes
5932,Female,No
5933,Male,Yes
5934,Male,No
5935,Male,No
5936,Female,Yes
5937,Female,No
5938,Male,No
5939,Male,No
5940,Female,Yes
5941,Female,No
5942,Male,Yes
5943,Female,No
5944,Male,No
5945,Female,No
5946,Male,No
5947,Female,No
5948,Female,No
5949,Female,Yes
5950,Female,Yes
5951,Male,No
5952,Male,Yes
5953,Female,No
5954,Male,No
5955,Female,Yes
5956,Female,No
5957,Male,No
5958,Female,No
5959,Female,No
5960,Male,Yes
5961,Male,No
5962,Male,Yes
5963,Female,No
5964,Male,No
5965,Female,No
5966,Female,No
5967,Male,No
5968,Male,No
5969,Female,No
5970,Male,No
5971,Male,No
5972,Male,Yes
5973,Male,No
5974,Male,No
5975,Male,No
5976,Female,Yes
5977,Female,No
5978,Male,No
5979,Female,No
5980,Female,No
5981,Female,No
5982,Male,No
5983,Female,No
5984,Female,No
5985,Male,No
5986,Female,Yes
5987,Female,No
5988,Male,No
5989,Female,Yes
5990,Female,No
5991,Male,No
5992,Female,No
5993,Male,No
5994,Male,No
5995,Male,No
5996,Male,No
5997,Female,No
5998,Male,No
5999,Female,No
6000,Female,Yes
6001,Female,Yes
6002,Female,No
6003,Male,No
6004,Female,No
6005,Female,No
6006,Female,No
6007,Male,No
6008,Female,No
6009,Male,No
6010,Male,No
6011,Female,Yes
6012,Female,No
6013,Male,No
6014,Male,Yes
6015,Male,No
6016,Male,No
6017,Female,No
6018,Male,No
6019,Female,No
6020,Female,No
6021,Male,No
6022,Female,Yes
6023,Female,Yes
6024,Male,No
6025,Female,No
6026,Male,No
6027,Male,No
6028,Female,Yes
6029,Female,Yes
6030,Male,No
6031,Female,No
6032,Male,No
6033,Female,No
6034,Male,No
6035,Male,No
6036,Female,No
6037,Male,No
6038,Female,No
6039,Male,No
6040,Male,No
6041,Male,No
6042,Female,No
6043,Male,No
6044,Male,No
6045,Female,No
6046,Male,No
6047,Male,No
6048,Female,No
6049,Male,No
6050,Male,No
6051,Female,No
6052,Male,No
6053,Male,No
6054,Female,Yes
6055,Female,No
6056,Male,No
6057,Male,No
6058,Male,Yes
6059,Male,No
6060,Male,Yes
6061,Male,Yes
6062,Male,No
6063,Male,No
6064,Male,No
6065,Female,Yes
6066,Male,No
6067,Female,No
6068,Female,No
6069,Male,No
6070,Male,No
6071,Male,No
6072,Male,No
6073,Female,No
6074,Female,No
6075,Male,No
6076,Female,No
6077,Female,No
6078,Female,No
6079,Male,No
6080,Female,Yes
6081,Male,Yes
6082,Male,No
6083,Male,Yes
6084,Female,No
6085,Male,Yes
6086,Male,No
6087,Female,Yes
6088,Female,No
6089,Male,No
6090,Male,No
6091,Female,No
6092,Male,No
6093,Male,No
6094,Female,No
6095,Male,No
6096,Male,No
6097,Male,Yes
6098,Female,No
6099,Male,Yes
6100,Male,No
6101,Male,Yes
6102,Female,No
6103,Male,No
6104,Male,Yes
6105,Female,No
6106,Male,No
6107,Male,No
6108,Male,No
6109,Female,Yes
6110,Male,No
6111,Male,No
6112,Male,No
6113,Male,No
6114,Female,Yes
6115,Male,No
6116,Male,No
6117,Male,No
6118,Female,No
6119,Male,No
6120,Male,No
6121,Male,No
6122,Male,Yes
6123,Female,No
6124,Male,No
6125,Female,No
6126,Female,No
6127,Female,No
6128,Male,No
6129,Male,No
6130,Female,No
6131,Male,Yes
6132,Female,No
6133,Female,No
6134,Female,No
6135,Male,No
6136,Female,No
6137,Female,Yes
6138,Male,Yes
6139,Female,No
6140,Female,No
6141,Male,No
6142,Female,No
6143,Female,No
6144,Female,No
6145,Female,No
6146,Female,No
6147,Male,No
6148,Female,No
6149,Male,No
6150,Male,Yes
6151,Female,No
6152,Female,No
6153,Male,No
6154,Female,No
6155,Male,No
6156,Male,No
6157,Male,No
6158,Male,No
6159,Female,Yes
6160,Female,No
6161,Male,No
6162,Male,No
6163,Female,No
6164,Male,No
6165,Female,Yes
6166,Male,No
6167,Male,No
6168,Female,No
6169,Male,No
6170,Female,No
6171,Male,No
6172,Male,Yes
6173,Female,No
6174,Male,No
6175,Male,No
6176,Female,No
6177,Male,Yes
6178,Female,No
6179,Female,No
6180,Male,No
6181,Male,No
6182,Female,No
6183,Male,No
6184,Male,Yes
6185,Male,No
6186,Male,Yes
6187,Male,No
6188,Female,Yes
6189,Male,No
6190,Female,No
6191,Male,No
6192,Male,No
6193,Female,No
6194,Female,No
6195,Female,No
6196,Male,No
6197,Female,Yes
6198,Male,No
6199,Female,No
6200,Female,No
6201,Male,No
6202,Male,No
6203,Female,No
6204,Male,No
6205,Female,Yes
6206,Male,No
6207,Male,No
6208,Male,No
6209,Female,Yes
6210,Male,No
6211,Female,No
6212,Female,No
6213,Male,No
6214,Male,No
6215,Male,No
6216,Male,No
6217,Male,No
6218,Male,No
6219,Male,No
6220,Male,No
6221,Female,Yes
6222,Male,No
6223,Male,No
6224,Male,No
6225,Male,No
6226,Male,Yes
6227,Female,No
6228,Male,No
6229,Male,No
6230,Male,No
6231,Male,Yes
6232,Female,Yes
6233,Male,No
6234,Male,No
6235,Male,No
6236,Male,No
6237,Female,No
6238,Male,No
6239,Male,No
6240,Male,No
6241,Female,No
6242,Male,No
6243,Male,No
6244,Female,No
6245,Male,No
6246,Male,Yes
6247,Female,No
6248,Male,No
6249,Female,No
6250,Male,No
6251,Female,No
6252,Male,No
6253,Female,Yes
6254,Male,No
6255,Male,Yes
6256,Male,Yes
6257,Male,No
6258,Female,No
6259,Female,No
6260,Female,No
6261,Female,No
6262,Male,Yes
6263,Male,No
6264,Male,No
6265,Male,No
6266,Female,No
6267,Male,Yes
6268,Female,No
6269,Female,No
6270,Male,No
6271,Male,Yes
6272,Female,Yes
6273,Male,Yes
6274,Male,Yes
6275,Female,No
6276,Female,Yes
6277,Female,No
6278,Female,No
6279,Female,Yes
6280,Male,No
6281,Male,No
6282,Male,No
6283,Male,No
6284,Male,Yes
6285,Female,No
6286,Female,No
6287,Male,No
6288,Male,No
6289,Male,Yes
6290,Female,No
6291,Male,No
6292,Female,No
6293,Male,No
6294,Male,No
6295,Female,Yes
6296,Male,No
6297,Female,No
6298,Female,Yes
6299,Male,No
6300,Female,No
6301,Female,No
6302,Male,No
6303,Female,Yes
6304,Female,No
6305,Female,No
6306,Male,No
6307,Male,No
6308,Male,Yes
6309,Male,No
6310,Male,No
6311,Male,No
6312,Female,No
6313,Male,No
6314,Female,Yes
6315,Male,Yes
6316,Male,No
6317,Male,No
6318,Female,Yes
6319,Female,No
6320,Male,No
6321,Male,No
6322,Male,No
6323,Male,No
6324,Female,Yes
6325,Male,Yes
6326,Male,No
6327,Female,No
6328,Female,No
6329,Male,No
6330,Female,No
6331,Male,No
6332,Female,No
6333,Male,No
6334,Female,No
6335,Female,No
6336,Female,No
6337,Female,No
6338,Male,No
6339,Female,No
6340,Male,No
6341,Female,No
6342,Female,No
6343,Female,Yes
6344,Male,No
6345,Female,No
6346,Male,Yes
6347,Male,No
6348,Male,No
6349,Female,No
6350,Male,No
6351,Female,No
6352,Male,No
6353,Male,No
6354,Female,Yes
6355,Male,No
6356,Male,No
6357,Female,No
6358,Female,No
6359,Female,Yes
6360,Male,No
6361,Female,No
6362,Male,No
6363,Female,No
6364,Male,No
6365,Female,Yes
6366,Male,No
6367,Female,No
6368,Male,Yes
6369,Female,No
6370,Male,No
6371,Male,No
6372,Female,No
6373,Male,No
6374,Male,No
6375,Female,Yes
6376,Male,Yes
6377,Male,Yes
6378,Male,Yes
6379,Male,No
6380,Male,Yes
6381,Male,No
6382,Male,No
6383,Male,No
6384,Female,No
6385,Female,No
6386,Female,Yes
6387,Female,No
6388,Male,Yes
6389,Female,No
6390,Female,No
6391,Female,No
6392,Female,No
6393,Female,No
6394,Male,No
6395,Female,No
6396,Female,No
6397,Female,No
6398,Male,No
6399,Male,Yes
6400,Female,No
6401,Female,No
6402,Male,No
6403,Male,Yes
6404,Female,Yes
6405,Male,No
6406,Male,No
6407,Male,Yes
6408,Male,No
6409,Female,No
6410,Female,No
6411,Female,No
6412,Female,Yes
6413,Female,No
6414,Female,No
6415,Female,No
6416,Male,No
6417,Male,No
6418,Female,No
6419,Male,No
6420,Female,No
6421,Male,No
6422,Male,No
6423,Male,No
6424,Male,Yes
6425,Male,No
6426,Male,No
6427,Male,No
6428,Female,Yes
6429,Male,No
6430,Female,No
6431,Male,No
6432,Female,No
6433,Male,No
6434,Female,No
6435,Male,No
6436,Male,No
6437,Female,No
6438,Female,No
6439,Male,Yes
6440,Female,Yes
6441,Male,No
6442,Male,No
6443,Male,No
6444,Female,No
6445,Female,No
6446,Male,No
6447,Female,No
6448,Female,No
6449,Male,Yes
6450,Female,No
6451,Female,No
6452,Male,No
6453,Female,No
6454,Male,No
6455,Female,No
6456,Male,No
6457,Male,No
6458,Male,No
6459,Male,No
6460,Male,No
6461,Female,No
6462,Male,No
6463,Male,No
6464,Female,Yes
6465,Male,No
6466,Male,Yes
6467,Female,Yes
6468,Female,No
6469,Female,No
6470,Female,No
6471,Female,No
6472,Female,Yes
6473,Male,No
6474,Male,No
6475,Male,Yes
6476,Male,No
6477,Female,No
6478,Male,No
6479,Male,Yes
6480,Female,No
6481,Male,No
6482,Male,No
6483,Male,No
6484,Male,No
6485,Male,No
6486,Male,No
6487,Male,No
6488,Male,No
6489,Female,No
6490,Male,No
6491,Female,No
6492,Female,No
6493,Male,No
6494,Male,No
6495,Female,Yes
6496,Female,Yes
6497,Male,Yes
6498,Female,No
6499,Male,No
6500,Female,No
6501,Male,No
6502,Female,No
6503,Female,No
6504,Male,No
6505,Male,Yes
6506,Female,Yes
6507,Male,No
6508,Male,Yes
6509,Female,No
6510,Male,Yes
6511,Female,Yes
6512,Male,No
6513,Female,No
6514,Male,No
6515,Female,No
6516,Female,No
6517,Female,No
6518,Female,Yes
6519,Female,Yes
6520,Female,No
6521,Male,No
6522,Female,No
6523,Female,No
6524,Female,Yes
6525,Male,No
6526,Female,No
6527,Male,No
6528,Male,No
6529,Female,No
6530,Female,No
6531,Female,No
6532,Male,No
6533,Female,No
6534,Male,No
6535,Female,No
6536,Female,No
6537,Female,No
6538,Male,Yes
6539,Female,Yes
6540,Male,No
6541,Male,No
6542,Male,No
6543,Male,No
6544,Female,No
6545,Male,No
6546,Male,No
6547,Female,No
6548,Male,No
6549,Male,No
6550,Female,Yes
6551,Female,No
6552,Female,No
6553,Male,Yes
6554,Male,No
6555,Male,No
6556,Female,Yes
6557,Male,No
6558,Male,No
6559,Male,No
6560,Female,No
6561,Female,Yes
6562,Male,Yes
6563,Male,No
6564,Female,Yes
6565,Female,No
6566,Female,No
6567,Female,Yes
6568,Male,No
6569,Male,Yes
6570,Male,No
6571,Male,Yes
6572,Female,No
6573,Male,No
6574,Female,No
6575,Female,Yes
6576,Male,No
6577,Male,No
6578,Female,No
6579,Female,No
6580,Female,No
6581,Female,Yes
6582,Female,No
6583,Male,No
6584,Female,No
6585,Male,No
6586,Male,No
6587,Female,No
6588,Male,No
6589,Male,No
6590,Female,No
6591,Female,No
6592,Female,No
6593,Female,No
6594,Female,Yes
6595,Male,No
6596,Male,Yes
6597,Male,No
6598,Male,No
6599,Male,Yes
6600,Female,Yes
6601,Female,Yes
6602,Female,No
6603,Female,No
6604,Female,No
6605,Female,No
6606,Male,No
6607,Female,No
6608,Male,No
6609,Female,No
6610,Male,No
6611,Male,No
6612,Female,No
6613,Female,No
6614,Male,No
6615,Male,No
6616,Male,No
6617,Female,No
6618,Female,No
6619,Male,No
6620,Male,No
6621,Male,Yes
6622,Female,No
6623,Male,No
6624,Male,No
6625,Female,No
6626,Male,No
6627,Female,Yes
6628,Male,No
6629,Male,No
6630,Female,No
6631,Male,No
6632,Male,No
6633,Female,Yes
6634,Female,No
6635,Female,No
6636,Male,No
6637,Male,No
6638,Male,No
6639,Male,No
6640,Male,No
6641,Female,No
6642,Female,No
6643,Female,No
6644,Male,No
6645,Male,No
6646,Female,No
6647,Female,No
6648,Female,No
6649,Male,No
6650,Male,No
6651,Male,No
6652,Male,No
6653,Male,No
6654,Female,No
6655,Male,No
6656,Female,No
6657,Male,No
6658,Female,Yes
6659,Male,No
6660,Female,No
6661,Male,No
6662,Male,No
6663,Male,No
6664,Female,No
6665,Male,No
6666,Male,No
6667,Female,No
6668,Male,No
6669,Male,Yes
6670,Female,No
6671,Female,No
6672,Female,No
6673,Female,No
6674,Male,No
6675,Female,No
6676,Male,No
6677,Male,No
6678,Female,No
6679,Male,No
6680,Female,No
6681,Male,No
6682,Male,No
6683,Female,No
6684,Female,Yes
6685,Male,No
6686,Male,No
6687,Male,No
6688,Male,No
6689,Male,No
6690,Male,No
6691,Male,No
6692,Female,No
6693,Male,No
6694,Male,No
6695,Female,No
6696,Female,No
6697,Male,No
6698,Female,No
6699,Female,No
6700,Male,No
6701,Male,No
6702,Male,Yes
6703,Male,Yes
6704,Male,Yes
6705,Male,No
6706,Male,No
6707,Female,Yes
6708,Male,No
6709,Female,Yes
6710,Male,No
6711,Female,No
6712,Female,No
6713,Female,Yes
6714,Female,No
6715,Female,No
6716,Male,No
6717,Female,Yes
6718,Male,No
6719,Female,No
6720,Male,No
6721,Male,No
6722,Male,No
6723,Female,No
6724,Female,Yes
6725,Female,No
6726,Male,Yes
6727,Female,Yes
6728,Female,No
6729,Female,Yes
6730,Male,No
6731,Male,No
6732,Female,No
6733,Male,No
6734,Female,Yes
6735,Female,Yes
6736,Female,Yes
6737,Male,No
6738,Male,No
6739,Male,No
6740,Female,No
6741,Male,No
6742,Female,No
6743,Female,Yes
6744,Female,No
6745,Male,No
6746,Male,No
6747,Male,No
6748,Male,No
6749,Female,No
6750,Female,Yes
6751,Female,Yes
6752,Male,No
6753,Male,No
6754,Female,No
6755,Male,No
6756,Female,Yes
6757,Male,No
6758,Male,No
6759,Male,No
6760,Male,No
6761,Female,No
6762,Male,No
6763,Female,No
6764,Male,No
6765,Female,No
6766,Female,Yes
